Unnamed: 0,Unnamed: 0.1,id,app,reviewText,date,ratingStars
447533,623149,c24593de-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Best app for followers insightment,January 21 2017,5
447534,623151,c2b2d4a0-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Upgraded for the pro features just all the follow and unfollow features to be broken,January 20 2017,1
447535,623152,c2ea5f61-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,The app stopped updating to more recent information so I had to log in and log out. It reset most of my data so I guess I'll see how it works now.,January 20 2017,3
447536,623155,c44e3524-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,The app is not accurate and shows fake data. It shows people unfollow you  but when you go to their page on Instagram  they're still following you. I wouldnt pay for the pro version and I'm deleting this one.,January 19 2017,1
447537,623158,c4f571a7-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,How i use it plz tell me,January 19 2017,4
447538,623159,c5e68868-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Stupid Peace of crap,January 18 2017,1
447539,623162,c68dc4eb-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Won't even open. Closes automatically. Please fix.,January 17 2017,1
447540,623163,c6cc066c-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,this app need to update properly and should work properly!!,January 17 2017,1
447541,623165,c7f8edae-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Taik Aplikasinya,January 17 2017,1
447542,623166,c82f3fef-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Tuff,January 16 2017,1
447543,623167,c86b1070-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,If you dont plan on spending money just to unfollow people then dont download this app,January 16 2017,1
447544,623169,c8e34db2-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Horrible First it worked properly n one the suddenly it deceased my followers by hundred. From 245 followers it became 145 lost so many of my friends hate it,January 16 2017,1
447545,623170,c9d771b3-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,App does nothing after paid for Paid for the upgrade. Not long after that  all details will not load at all. This app was a waste of money  which they were glad to take.,January 16 2017,1
447546,623171,ca1034f4-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,$$$ You have to pay for everything now. Have to get the pro to unfollow people.,January 16 2017,1
447547,623172,ca468735-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,bugs the unfollow bug is still not fixed and I have premium,January 16 2017,2
447548,623173,cb32bbf6-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Um what even is this trash It would not let me put in my password and I made sure it was my password and I logged in to my ig on my computer and it was correct some of the information is incorrect it does show you the correct unfollowers OLD VERSION WAS BETTER ! Gave it 2 star because idk it's probally not completely bad if it actually worked,January 15 2017,2
447549,623174,cb69aa77-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Use full It's very usefull I don't know what to do,January 15 2017,5
447550,623175,cba57af8-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,It's not free As soon as you try to use it  it will not let you. You must subscribe to it. $1.99/mo.,January 15 2017,1
447551,623176,cbdbcd39-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Dont download It is hack into our accounts so plz dont download,January 15 2017,1
447552,623177,ccceb8ba-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Suck Don't buy. It's absolutely useless and garbage. Charged me twice for this dumb app,January 14 2017,1
447553,623178,cd050afb-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Doesn't work When I open the app then my homescreen appears and says follower plus has stopped working   please fix this problem,January 14 2017,1
447554,623179,cd3d31fc-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Heads up They make you pay to unfollow people,January 13 2017,1
447555,623180,cd74bcbd-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,It's stupid I've had this app for a while but then it started saying that a bunch of people started unfollowing me when they actually didn't. Please fix this app.,January 13 2017,1
447556,623181,cdae1c3e-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Not the best Just no,January 13 2017,1
447557,623182,ce9b897f-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Misleading app name This app shuld be named aynything but Followers +. The app actually gives you insight of your account  an extremely limited insight on free version  you have to buy pro to get most out of it. Not recommended if you are looking to gain followers.,January 13 2017,1
447558,623183,cedb0380-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Its still downloading I may not of gotten it yet but these reviews lead me to believe that it is a great app,January 12 2017,4
447559,623184,cf128e41-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,khnki magir pola ra tk chodau,January 12 2017,1
447560,623185,cf4c8a02-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Bad Its rubbish You guys should better go and amend the app.I hate it with passion,January 12 2017,1
447561,623186,d03da0c3-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,How to use this app ????,January 12 2017,1
447562,623187,d0f72cc4-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Me Lav it,January 12 2017,5
447563,623188,d12ff005-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Broken Can't sign in,January 11 2017,1
447564,623189,d37461c6-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Follow me @shaylazylove_080913,January 11 2017,2
447565,623190,d3b0ce87-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Won't refresh keeps saying error. Edit:not working at all,January 11 2017,1
447566,623191,d3e720c8-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Perfect this is literally the best app in the whole world. Congrats.,January 11 2017,5
447567,623192,d4238d89-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Add followers,January 11 2017,3
447568,623193,d51fa0ca-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Can't add additional accounts The app FAQs state you can add up to three accounts if you upgrade to Pro. Upgraded to Pro in good faith just for this function and there's still no option. Emailed developer and got an auto response saying to check their knowledge base while waiting for an actual reply  which I haven't gotten.,January 11 2017,1
447569,623194,d5572b8b-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Slow The apps looks is very nice but it's really slow like it's not loading,January 10 2017,3
447570,623195,d58e1a0c-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Waste of time Enough said...,January 10 2017,1
447571,623196,d5c9ea8d-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Crashes all the time I paid for it and keeps crashing I need to reinstall Everytime,January 10 2017,1
447572,623197,d6bc39ce-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Waste of time Basically to use this you need to buy the full thing.,January 10 2017,1
447573,623198,d6f28c0f-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,The guy Site,January 10 2017,5
447574,623199,d7297a90-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Followers 2000,January 09 2017,5
447575,623200,d765e751-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Chutiya bnna rha h bosdike,January 09 2017,1
447576,623201,d79d7212-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Doesn't even open Error message pops up when I try to open the app. DO NOT DOWNLOAD.,January 09 2017,1
447577,623202,d88e88d3-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Paid.. Does nothing,January 08 2017,1
447578,623203,d8c6afd4-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Second account I can't add a second account! Nor upgrade to the pro version.,January 08 2017,4
447579,623204,d8fd9e55-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,I'll give it a try. Never used it b4  hope I won't get disappointed. But anyone can follow me on IG  deeporschee😊 luv y'all,January 08 2017,3
447580,623205,d9348cd6-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,No good Paid 2$ not able to unfollow more than 30 people  doesn't load my follows all the stats say zero... soo useless.,January 08 2017,1
447581,623206,d96dec57-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Do Vs,January 08 2017,5
447582,623207,da6ee198-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,Vodco,January 08 2017,5
447583,623208,daa70899-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,#amazing Loved it,January 08 2017,5
447584,623209,dae0681a-dfd0-11e6-8f37-fa163e345ce9,com.tappple.followersplus,it is good for jaleous friend,January 08 2017,5
