Unnamed: 0,Unnamed: 0.1,id,app,reviewText,date,ratingStars
332685,453676,9755ab77-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Login fails all the time while I can login on website with same username and password.,January 20 2017,2
332686,453677,978f0af8-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,"After joining """""""""""""""" IKEA Family """""""""""""""" in store  and hours later receiving an email from IKEA to confirm my address  which I did. I then downloaded the app and when trying to login got told my email address didn't exist....Well """"""""""""""""that's a fat load of good"""""""""""""""". So now I'm removing the app from my device..It was probably only advertising anyway  I will never know. Yawn""""",January 19 2017,1
332687,453678,97c695b9-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Could not log in with Facebook account registration. Now I need to wait until new password is set,January 18 2017,2
332688,453679,97fd843a-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Easy to use  in-store and at home!,January 18 2017,4
332689,453681,9940647c-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Wait A Minute It always says I need a new password. Total waste of time. Uninstalling for a couple months. Maybe a better app will be made.,January 16 2017,1
332690,453682,9977ef3d-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Shan shi Can't log in !! Can't reset password !!,January 16 2017,1
332691,453683,99b0163e-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Cant log in Try log in this app but says invalid tho i can log in by Internet.,January 16 2017,1
332692,453684,99e83d3f-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,My ikea I just luv IKEA,January 15 2017,5
332693,453685,9ae00ac0-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Needs a lot of improvements 😨 Sooooo stupid logs you out while browsing  and can't get logged in again. Also the retrieve password is messed up. 1.Just one list 2. lack of sorting 3. Not all products is available 4. Scanning takes a long time and sometimes it just hangs. 5. U have 2 go to every item in list to check out or remove. 6. Drains battery so fast. 7. Search option needs a lot of improvements 8. No refine search. Hope u guys improve it cuz the older version is much much better than this one.,January 15 2017,1
332694,453686,9b165d01-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Every detail you ever need Dimensions  range  'where to find' and an easy interface. Made my in-store shop a breeze.,January 15 2017,5
332695,453687,9b4de7c2-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Outdated Outdated Android API usage. Just use the mobile website as IKEA doesn't seem to care about real Android app improvements,January 14 2017,1
332696,453688,9c398043-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Can't be logged in on multiple devices,January 14 2017,2
332697,453689,9c724384-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,IKEA Nice,January 14 2017,5
332698,453690,9caa6a85-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Won't log in If you have time to waste  install and good luck logging in,January 13 2017,1
332699,453691,9ce3ca06-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,hiányzó bevásárló lista félig tölti be a bevásárlólistát s csak egyet tud. több lista esetén a többi nem látszik. azt se mondja meg hol van az áruházban és félig angol,January 13 2017,1
332700,453692,9d1c8d47-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,"Never get started The login via mobile fails. Message is """"""""""""""""Incorrect id or password"""""""""""""""". This appears to be a known problem which has not been addressed.""""",January 12 2017,1
332701,453693,9e1ebb08-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Room for improvement Like the concept  but needs a lot of work. You have to log in each time I use the app as it won't remember your details. Liked being able to create a list and know where to find things  but after a while it will wipe your shopping list and you need to start from scratch.,January 12 2017,2
332702,453694,9e5645c9-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Terrible Constantly having to log in   and shopping list emptying itself  ,January 08 2017,1
332703,453695,9e8dd08a-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Awful !!!! Whoever designed the new ikea website should be sacked and whoever designed this app should be sacked for both are awful. This is the first time I've given such a low rating for an app.,January 08 2017,1
332704,453696,9f86d68b-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,One thing I tried the app out to find one thing a sofa. I found one tried to add it to my cart and that is where the problem began. Can't add it to the basket  it says available in the store but only shows me products in the store by the same maker. The app is also very slow loading,January 07 2017,2
332705,453697,9fc0360c-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Won't sign in Won't allow sign in.,January 06 2017,1
332706,453698,9ff7248d-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Amazing IKEA Shopping App! This app allows you to scan items at your local IKEA store and adds it to your shopping list. With this app  shopping at IKEA makes it a breeze and finding items was definitely made easier. Would highly recommend this app to IKEA shoppers! Extra stars because of IKEA's free wi-fi provided in each store  which perfectly integrates with the app.,January 06 2017,5
332707,453699,a0e702ce-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Frustrating assumed options Language is assumed based on the country and no apparent way to change it other than to set your country to somewhere else which gives you all the wrong stores,January 05 2017,1
332708,453700,a11d550f-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,"scanning feature doesn't wait for focus  and then has a gigantic timeout please add a """"""""""""""""shutter""""""""""""""""/scan button to manually force a check/scan""""",January 02 2017,2
332709,453701,a1561850-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,IKEAでの買い物に便利・・なはずのアプリ。検索が使いづらく、バーコード読み取りの精度もいまいち。IKEA買い物リスト＆備忘録としてはぎりぎり使える。 またショップ（国？）のレベルにより制限があるようで、在庫あるはずが実際にはなかったり（本当は棚の上のほうにあるはずだけど、補充をサボってるんでしょ？）、メンバーカードの登録機能が使えなかったりする。店内でこのアプリを使っている人をほぼ見かけないので改善は絶望的か。,January 02 2017,3
332710,453702,a24692d1-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Stopped install! No way. Why all the permissions??? I stopped the install. Too bad I like Ikea.,January 02 2017,1
332711,453703,a27ce512-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,What happened to canada? Installed this app hoping it improved but now Canada has been removed from the list of countries so I can't select a store... the app doesn't work if i can't even get passed the first screen. Can't log in either. Unisntalling this app. :( used to work just fine  not sure what went wrong since i had the app a few months ago.,January 01 2017,1
332712,453704,a2b6e0d3-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Ikea Cheap and realy reliable furniture,January 01 2017,5
332713,453705,a3a44e14-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Agree with Ross won't recognise my email address Doesn't matter what I do it keeps saying it doesn't recognise my email address. And yet Ikea send me emails! Doing my head in as I basically can't have my family membership available on the app or use any function other than to browse ...,January 01 2017,1
332714,453706,a3db3c95-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Can't log in Says my email or password is wrong. No  they are correct. I can log into the web site just fine.,December 30 2016,1
332715,453707,a413ffd6-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Awful Have to log in every time I open it  it keeps clearing my shopping list  can't filter any search by colour as it can't find anything... Used to be an OK app but something has gone horribly wrong,December 30 2016,1
332716,453708,a452dd97-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,I can't find any kitchen cabinets .,December 29 2016,1
332717,453709,a54aab18-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Sync failed and no multi user support Synchronisation of shopping list failed. And you can't log on with 2 people on the same account (with multiple smartphones),December 28 2016,2
332718,453710,a580fd59-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Log out and looses shopping list Why does it now log me out every time and has lost a shopping list twice!,December 28 2016,3
332719,453711,a5b7ebda-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Could be better I would love to rate it higher but you can't switch shopping lists. The only way to see another list is to login on the web select it then go back to the app. What's the point of an app that won't allow me to see all my shopping lists.,December 28 2016,3
332720,453712,a5f3201b-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Chiara Chiara faradisa syaikha aisya,December 27 2016,3
332721,453714,a7ccc21d-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Room for improvement Would have given 5 stars if I didn't have to login every day. Otherwise a solid app.,December 25 2016,4
332722,453715,a803145e-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Fing PITA Awful and idiotic. Can't add items to shopping list on PC if I am logged in on my phone. Logs out on phone randomly. Doesnt allow the option to remember username at the very least  let alone password too. Ikea search engine is crap. Ikea categorise by age - who cares what age they design for if I want to quickly browse the whole catalogue. Efficiency gone mad? Pull your fingers out!,December 25 2016,1
332723,453716,aa22e71f-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Need some improvements,December 25 2016,5
332724,453717,aa59d5a0-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Finally got round to uninstalling it Getting worse with each update. Current idiocy is that it logs you out between each use and won't even allow Smart Lock to populate the login fields. So I'm just using a shortcut to the website which currently works fine.,December 25 2016,1
332725,453718,aa99ebe1-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,It would be great if it worked. Every time I try to browse a category  the app closes.,December 22 2016,1
332726,453719,aad176a2-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Can't log in The app *STILL* doesn't recognize my email even though I'm receiving the messages from them and can log in to the Web site. Epic fail.,December 22 2016,1
332727,453720,abcbb523-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,No buying option I seriously don't understand the purpose if their app and website. I can't even buy any products. Such a pain to visit your stores  bring our own bags  wrap our items in newspapers and transport into the car. Do you guys ever love your customers?,December 22 2016,1
332728,453721,ac020764-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Mr Cecil Green,December 22 2016,5
332729,453722,ac3859a5-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,It help provide me with everything I want to know  I absolutely love the app version.,December 22 2016,5
332730,453723,ac6f4826-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Doesn't work  authentication fails Didn't crappy app from one of the biggest retail vendor.,December 22 2016,1
332731,453724,ad7175e7-df84-11e6-8f37-fa163e345ce9,com.ikea.kompis,Customer Cant log in!!!!!!!!!,December 21 2016,1
