Unnamed: 0,Unnamed: 0.1,id,app,reviewText,date,ratingStars
30233,32590,7c54d8de-afc9-11e6-b94d-c4b301cdf627,com.achep.acdisplay,Fantastic Please add customized wallpaper for lockscreen. As currently it either uses homescreen wallpaper or solid background. There is no separate option to set wall for lockscreen only,November 18 2016,4
30234,32591,7c54d959-afc9-11e6-8ebf-c4b301cdf627,com.achep.acdisplay,my dream.. really.. worth to have..it on device..,November 17 2016,5
30235,32592,7c54d9d9-afc9-11e6-8012-c4b301cdf627,com.achep.acdisplay,Fingerprint Problem The app is awesome  only issue is it conflicts with fingerprint!! Everyone my note 5 asks for password and deactivates fingerprint unlock mode. Please fix I had to disable acdisplay until it is fixed. Thanks,November 17 2016,4
30236,32593,7c54da5c-afc9-11e6-8c1f-c4b301cdf627,com.achep.acdisplay,Amazing This is an absolute must for me now. Gonna put on every phone I get from now on,November 17 2016,5
30237,32594,7c54dade-afc9-11e6-bd99-c4b301cdf627,com.achep.acdisplay,Awesome app but please add a security option,November 17 2016,4
30238,32595,7c54db61-afc9-11e6-bc86-c4b301cdf627,com.achep.acdisplay,"Works Fine Nice app works very good on Galaxy note edge  just a bug  that it keeps on displaying same notifications again and again until you do not manually """"""""""""""""""""""""""""""""Clear All"""""""""""""""""""""""""""""""" from notification bar. Hope it will be tuned in next update.""""",November 17 2016,4
30239,32596,7c54dbe1-afc9-11e6-8664-c4b301cdf627,com.achep.acdisplay,No security? Its all nice and stuff but where do I set the unlock pattern or pin? Like what if my phone gets stolen?,November 16 2016,2
30240,32597,7c54dca1-afc9-11e6-be82-c4b301cdf627,com.achep.acdisplay,Nice app Nice app for amoled device,November 15 2016,5
30241,32598,7c54dd35-afc9-11e6-9859-c4b301cdf627,com.achep.acdisplay,S7 edge Ive been using ac display on my OPO for over a year and have had no major issues. Currently running it on a s7 edge and have noticed a reoccurring issue. After my alarms trigger and go off  ac display does not function properly on the lockscreen. It no longer appears on my lockscreen. So far the only solution for me has been to either restart the device or toggle the on/off button in the ac display app settings. Please advise if anyone has insight  thanks!,November 15 2016,4
30242,32599,7c54ddb8-afc9-11e6-b7e6-c4b301cdf627,com.achep.acdisplay,Please add a password to the lock screen too The app is great with its UI and design... Size is affordable and love to unlock screen with it,November 15 2016,5
30243,32600,7c54de3a-afc9-11e6-bd4b-c4b301cdf627,com.achep.acdisplay,Sucks. I can't get rid of it now. What a pain in the @$$,November 15 2016,1
30244,32601,7c54deba-afc9-11e6-b07e-c4b301cdf627,com.achep.acdisplay,Nice Having one problem of using fingerprint sensor,November 14 2016,4
30245,32602,7c54df35-afc9-11e6-b389-c4b301cdf627,com.achep.acdisplay,Amazing App!,November 14 2016,4
30246,32603,7c54dfab-afc9-11e6-9df3-c4b301cdf627,com.achep.acdisplay,Great ALL IT NEEDS NOW IS IT'S OWN LOCK,November 14 2016,4
30247,32604,7c54e02e-afc9-11e6-b524-c4b301cdf627,com.achep.acdisplay,No need to be device admin,November 14 2016,3
30248,32605,7c54e0b0-afc9-11e6-925b-c4b301cdf627,com.achep.acdisplay,LGG4 Love this app! It's the only one I ever use for my lockscreen! Please please add a lock feature!,November 14 2016,4
30249,32606,7c54e126-afc9-11e6-b828-c4b301cdf627,com.achep.acdisplay,No lock This is a great lock screen  with minimalism at its best. A lockscreen is the only thing that makes it not perfect. Additionally having no lockscreen takes away the name lockscreen.,November 13 2016,4
30250,32607,7c54e1a8-afc9-11e6-ae2f-c4b301cdf627,com.achep.acdisplay,Fix It won't work I enabled it and everything else but it didn't work please help,November 13 2016,1
30251,32608,7c54e22b-afc9-11e6-b41b-c4b301cdf627,com.achep.acdisplay,Fantastic Minimal  allows widget  and best of all allows your own live wallpaper such as Muzei. Id give you 5 stars if I could disable it as an administrator and uninstall. It wont let me!,November 13 2016,3
30252,32610,7c54e326-afc9-11e6-8f13-c4b301cdf627,com.achep.acdisplay,Abel Dominguez Socorro high school,November 13 2016,5
30253,32611,7c54e3a8-afc9-11e6-9289-c4b301cdf627,com.achep.acdisplay,Please add pattern lock? I will be SO HAPPY if you add 3x3 pattern lock. Please consider it!!!!!!,November 13 2016,4
30254,32612,7c54e41e-afc9-11e6-9ffe-c4b301cdf627,com.achep.acdisplay,Fingerprint Please make it intergrated with fingerprint lock in lock screen. Note 5,November 13 2016,2
30255,32613,7c54e4a3-afc9-11e6-97ad-c4b301cdf627,com.achep.acdisplay,Not working on Redmi note 3 I have to open the app constantly for using it... Kindly request u to help me out,November 13 2016,2
30256,32614,7c54e523-afc9-11e6-93d7-c4b301cdf627,com.achep.acdisplay,Installed it and gave it permissions  but it's not active for some reason. When i google it  i get told to call a 1-800 number. I refuse to call an american number (not in the US) just to get a lock screen app to work. It seems the app won't overwrite touchwiz lockscreen on my older android device (android 4.3),November 13 2016,1
30257,32615,7c54e5cf-afc9-11e6-be7a-c4b301cdf627,com.achep.acdisplay,Fingerprint Has been my favorite lockscreen app since its release. Please add fingerprint functionality. Thanks.,November 12 2016,5
30258,32616,7c54e659-afc9-11e6-acff-c4b301cdf627,com.achep.acdisplay,If I will use this app I can't be able to use my fingerprint sensor.,November 12 2016,3
30259,32617,7c54e6dc-afc9-11e6-a971-c4b301cdf627,com.achep.acdisplay,Almost perfect! I love this app  it does what it says it will and it looks amazing. The only problem I have noticed so far is the app bugs and doesn't appear when you clear your notifications on the lock screen  but not in the notification panel. Other than that it is awesome.,November 11 2016,4
30260,32618,7c54e7a3-afc9-11e6-8a51-c4b301cdf627,com.achep.acdisplay,Loved it! Small  simple & free ^_^,November 10 2016,5
30261,32619,7c54e82e-afc9-11e6-bd53-c4b301cdf627,com.achep.acdisplay,Doesn't work with Android Marshmallow,November 09 2016,1
30262,32620,7c54e8b3-afc9-11e6-853d-c4b301cdf627,com.achep.acdisplay,Superb Excellent. .what a thought .,November 09 2016,5
30263,32621,7c54e933-afc9-11e6-89d2-c4b301cdf627,com.achep.acdisplay,Loved it Just like the notification display i wanted.AWESOME,November 09 2016,5
30264,32622,7c54e9b5-afc9-11e6-8f76-c4b301cdf627,com.achep.acdisplay,Superb app Hey  ac display is a superb app bit i am facing a issue with wake up screen feature  when ever i keep the phone screen facing ground and I lift the phone screen is nt waking up   my proximity sensor is working fine   out of 10 trails in 5 screen is waking up...so guys please fix asap....,November 08 2016,4
30265,32623,7c54ea2e-afc9-11e6-ac0a-c4b301cdf627,com.achep.acdisplay,Great!! Waiting for updates......😘😘,November 08 2016,5
30266,32624,7c54eab0-afc9-11e6-ad09-c4b301cdf627,com.achep.acdisplay,Wow Wow  fabtastis app simple yet very effective notification 4stars would be 5star if it came with a finger lock ...,November 08 2016,4
30267,32625,7c54eb30-afc9-11e6-8171-c4b301cdf627,com.achep.acdisplay,Best display or lockscreen app ever But it needs to add pattern or pin lock after circle animation unlocks.,November 07 2016,5
30268,32626,7c54ebab-afc9-11e6-bfbf-c4b301cdf627,com.achep.acdisplay,Cant deactivate it Cant deactivate it from setting samsung s5. Please help. Its a good app. Bt i m low on memory and i cant deactivate it :/ sent email to the developer so many times no reply. Seems like he doesnt care at all!! Very sad!! Plz replyyyyyyyyyyyyy,November 07 2016,1
30269,32627,7c54ec2b-afc9-11e6-908d-c4b301cdf627,com.achep.acdisplay,Love it A must have for android,November 07 2016,5
30270,32628,7c54ecae-afc9-11e6-b4c6-c4b301cdf627,com.achep.acdisplay,Missing one thing IMO Its great and all shows my notifs perfectly. But wouldn't it make more sense if you guys added a security option like PINS or PATTERNS.,November 07 2016,4
30271,32629,7c54ed26-afc9-11e6-a0a8-c4b301cdf627,com.achep.acdisplay,It was a good app Unfortunately dev doesn't update it anymore. Besides  when alarm wakes up  Ac display stops working.,November 06 2016,1
30272,32630,7c54eda8-afc9-11e6-9591-c4b301cdf627,com.achep.acdisplay,Can't remove keeps crashing Please help keeps crashing won't let me remove,November 06 2016,1
30273,32631,7c54ee28-afc9-11e6-be78-c4b301cdf627,com.achep.acdisplay,Nexus 6p support Please add finger print support.,November 05 2016,4
30274,32632,7c54eea1-afc9-11e6-a709-c4b301cdf627,com.achep.acdisplay,Nice display Good app. But please add an pattern or pin lock !,November 05 2016,5
30275,32633,7c54ef23-afc9-11e6-b1d1-c4b301cdf627,com.achep.acdisplay,Superb application Gives professional view to your mobile,November 05 2016,5
30276,32634,7c54efa3-afc9-11e6-a749-c4b301cdf627,com.achep.acdisplay,Is not getting deactivated! To uninstall it i am suppose to deactivate it from device administrator. The moment i do that my settings app gets crashed!😓😑,November 05 2016,1
30277,32635,7c54f01e-afc9-11e6-bf1a-c4b301cdf627,com.achep.acdisplay,Soheb It required permission dn't know what to do??? Plz guide,November 04 2016,1
30278,32636,7c54f094-afc9-11e6-9306-c4b301cdf627,com.achep.acdisplay,Not working Not working in my Huawei p9 lite.....please help,November 04 2016,1
30279,32637,7c54f119-afc9-11e6-882c-c4b301cdf627,com.achep.acdisplay,No security lock There is no security lock... Kindly update for⭐⭐⭐⭐⭐,November 04 2016,3
30280,32638,7c54f18f-afc9-11e6-9755-c4b301cdf627,com.achep.acdisplay,its good but still need some improvement please add selective app option for notifications,November 04 2016,4
30281,32639,7c54f21c-afc9-11e6-b4ae-c4b301cdf627,com.achep.acdisplay,cool! Its really a cool app  would have give 5 star if there is a secure lock! Please add this feature too.,November 03 2016,4
30282,32640,7c54f29c-afc9-11e6-8e53-c4b301cdf627,com.achep.acdisplay,THE best Everything is perfect.,November 03 2016,5
30283,32641,7c54f321-afc9-11e6-bdb5-c4b301cdf627,com.achep.acdisplay,Its good.... But consumes a huge amount of battery,November 03 2016,4
