IS_ANDROID VERSION,IS_APP USABILITY,IS_BATTERY,IS_COMPLAINT,IS_DEVICE,IS_HARDWARE,IS_LICENSING,IS_MEMORY,IS_PERFORMANCE,IS_PRICE,IS_PRIVACY,IS_SECURITY,IS_UI,Unnamed: 0,_id,app,appVersion,author,date,ratingStars,reviewText
0,0,0,0,0,0,0,0,0,0,0,0,0,4882,5729178d507c69054da8e825,Signal Private Messenger,3.15.2,Jeff Osborn,30.04.16,5,"Love it Amazing app, just wish I could start a group text sometimes..."
0,0,0,0,0,0,0,0,0,0,0,0,1,4883,572917d9507c69054da8e888,Signal Private Messenger,3.15.2,Capeyron Antoine,26.04.16,5,"Perfect Great app, nice design, only the flash option with camera would be nice, thanks a billion!"
0,0,0,0,0,0,0,0,0,0,0,0,0,4884,572917df507c69054da8e890,Signal Private Messenger,3.15.2,Victoria Lundberg,26.04.16,4,"Pretty good I like that you can sync your text messages, but I wish it was compatible with my computer"
0,0,0,0,0,0,0,0,0,0,1,0,0,4885,5729180d507c69054da8e8c6,Signal Private Messenger,3.15.2,Joel Thompson,24.04.16,4,Best texting app I have tried Works very well. Just wish it had a private mailbox.
0,0,0,0,0,0,0,0,1,0,0,0,0,4886,57291813507c69054da8e8cd,Signal Private Messenger,3.15.2,Chris Goes,24.04.16,5,"Fast and reliable Originally tried because of its high rating by the EFF. Stayed because it is very fast, reliable and it has desktop support through Chrome browser. Only downside is you can only have on two computers at once, which is a silly limit."
0,0,0,0,0,0,0,0,0,0,0,0,1,4887,57291851507c69054da8e909,Signal Private Messenger,3.15.2,david boyle,22.04.16,4,"A bit more customisation required Very good app, just wish it would take a few design cues from textra, like being able to set default bubble styles and colours for both sides of the messaging conversation."
0,0,0,1,0,0,0,0,0,0,1,0,0,4888,5729186a507c69054da8e926,Signal Private Messenger,3.15.2,Ian Fred,20.04.16,5,"Great app but there is a character limit. Great for privacy and instant messaging. Ive gotten a few friends on board so its great for messaging them but also for regular texting. One complaint. I learned there was a character limit the hard way. Took me 23 minutes to type a story to my friend and it's all done and finished. But when I sent it, it only sent half of what I typed. It would have been better if it stopped letting me type when this limit was reached."
1,0,0,1,1,0,0,0,0,0,0,0,1,4889,57291907507c69054da8e9b5,Signal Private Messenger,3.15.2,Andrew Cauthorn,14.04.16,3,"Android Wear woes I don't receive any notifications from this app while wearing my moto 360, because they haven't made this compatible with Android wear yet. Every other features works fine, except that I can't get any messages or calls in a timely fashion because of my watch/signal being behind the times."
0,0,0,0,0,0,0,0,0,0,0,0,0,4890,57291777507c69054da8e802,Signal Private Messenger,3.15.2,Hans-Petter Fjeld,02.05.16,5,Could not be easier
0,0,0,1,0,0,0,0,0,0,0,0,1,4891,5729177e507c69054da8e80a,Signal Private Messenger,3.15.2,J Loarca,01.05.16,2,"Its Ok The biggest drawback is the picture size limit. When I tried to send a picture it said that I was exceeding the size limit, but it was able to send perfectly fine through my normal text SMS app."
