IS_ANDROID VERSION,IS_APP USABILITY,IS_BATTERY,IS_COMPLAINT,IS_DEVICE,IS_HARDWARE,IS_LICENSING,IS_MEMORY,IS_PERFORMANCE,IS_PRICE,IS_PRIVACY,IS_SECURITY,IS_UI,Unnamed: 0,_id,app,appVersion,author,date,ratingStars,reviewText
0,0,1,1,0,0,0,0,0,0,0,0,1,2566,5729c2d3507c690b8e0bd6c0,Device Control [root],0.8.6.4-git-b3ba71,Anthony Castro,03.04.16,5,"Cool Made my screen brighter colors more vivid and definition was high, I would run my phone like this all the time con kills battery if you make your phone awsome."
0,0,0,1,0,0,0,0,1,0,0,0,1,2567,5729c2d3507c690b8e0bd6c1,Device Control [root],0.8.6.4-git-b3ba71,Jose antonio,02.04.16,1,"The lag in the menu is horrible, The side bar menu have all the lag of this universe pls fix it"
0,0,0,1,0,0,0,0,1,0,0,0,0,2568,5729c2d6507c690b8e0bd6c9,Device Control [root],0.8.6.4-git-b3ba71,Austin Treesh,28.03.16,2,Good app But freezes my phone every time
0,0,0,1,0,0,0,0,0,0,0,0,0,2569,5729c2d7507c690b8e0bd6d0,Device Control [root],0.8.6.4-git-b3ba71,mohit pandey,17.03.16,1,I can't uninstall apps. I installed this for uninstalling default apps but I can't do that..plz help me.
0,0,0,0,0,0,0,0,0,0,0,0,0,2570,5729c2dc507c690b8e0bd6d7,Device Control [root],0.8.6.4-git-b3ba71,Hemanth Nani,07.03.16,5,"Very good Best part about it is manages vibration intesnity ,colour calibration and sound enhancement etc but it would be more great if we get all of those for all kernals few kernals pop ups every settings but some kernals jus satisfies with vibration and colour calibrations...hope future updates will solve it"
0,0,0,1,1,0,0,0,1,0,0,0,1,2571,5729c2eb507c690b8e0bd6f5,Device Control [root],0.8.6.4-git-b3ba71,Gamerex 2658,29.01.16,4,Lag... Its a very good app but it lags especially when I pull up the side menu please fix I'm using a Kyocera hydro life
0,0,0,1,0,0,0,0,0,0,0,0,0,2572,5729c2ec507c690b8e0bd6f7,Device Control [root],0.8.6.4-git-b3ba71,“µÏ‘üÓ‘_‘ÓÓ‘øü‘´«,23.01.16,1,It can't delete System apps
0,0,0,0,0,1,0,0,0,0,0,0,1,2573,5729c2d1507c690b8e0bd6bd,Device Control [root],0.8.6.4-git-b3ba71,X X,12.04.16,5,Ultimate Control Hahaha &gt;:) Just one last thing. Hope you guys get a peek on this suggestion of mine... In the App Manager when you tap on the app? Can you put a Move to SD Card and Vice Versa so i dont need to go to my settings ?
0,1,0,0,0,0,0,0,0,0,0,0,0,2574,5729c2d6507c690b8e0bd6cd,Device Control [root],0.8.6.4-git-b3ba71,MIOX MUrali,20.03.16,5,how to lock bootloader how to lock bootloader in oppo neo 7 please tell me
0,1,0,0,0,0,0,0,0,0,0,1,0,2575,5729c2e3507c690b8e0bd6de,Device Control [root],0.8.6.4-git-b3ba71,Ashwin Vaidya,28.02.16,1,How to root
0,0,0,0,0,0,0,0,0,0,0,0,0,2576,5729c2cd507c690b8e0bd6b6,Device Control [root],0.8.6.4-git-b3ba71,Joshx gamer,30.04.16,5,NO MORE KINGROOT BEACUSE OF THIS! THANK YOU SO MUCH NOW I CAN UNINSTAL A BUILT IN APP KINGROOT MADE! _Ù÷ö_Ù÷ö_Ù÷ö BUT WITH THIS APP I CAN DELETE IT! _Ù÷ã_Ù÷ã_Ù÷ã TNX SOOOOO MUCH!!
0,0,0,0,0,0,0,0,0,0,0,0,0,2577,5729c2cd507c690b8e0bd6b7,Device Control [root],0.8.6.4-git-b3ba71,vivek halakatti,28.04.16,5,Best app ever Awesome
0,0,0,0,0,0,0,0,0,0,0,0,0,2578,5729c2cd507c690b8e0bd6b8,Device Control [root],0.8.6.4-git-b3ba71,Lee Amiel Abunal,27.04.16,5,2thumbs up
0,0,0,0,0,0,0,0,0,0,0,0,1,2579,5729c2cd507c690b8e0bd6b9,Device Control [root],0.8.6.4-git-b3ba71,Shikhar Kadariya,25.04.16,2,Vibration intensity options missing here
0,0,0,0,0,0,0,0,0,0,0,0,0,2580,5729c2cd507c690b8e0bd6ba,Device Control [root],0.8.6.4-git-b3ba71,Evaldas Januskevicius,24.04.16,5,Like it. Works fine.
0,0,0,1,0,0,0,0,0,0,0,0,0,2581,5729c2d1507c690b8e0bd6bc,Device Control [root],0.8.6.4-git-b3ba71,Rhyzak Hoellenth,14.04.16,5,"Does as advertised... it still doesn't apply settings after boot, have to manually open app and check settings again for them to ""activate"""
0,0,0,0,0,0,0,0,0,0,0,0,0,2582,5729c2d1507c690b8e0bd6be,Device Control [root],0.8.6.4-git-b3ba71,Avijit Das,07.04.16,5,Besttt
