IS_ANDROID VERSION,IS_APP USABILITY,IS_BATTERY,IS_COMPLAINT,IS_DEVICE,IS_HARDWARE,IS_LICENSING,IS_MEMORY,IS_PERFORMANCE,IS_PRICE,IS_PRIVACY,IS_SECURITY,IS_UI,Unnamed: 0,_id,app,appVersion,author,date,ratingStars,reviewText
0,0,0,1,0,0,0,0,0,0,0,0,0,6154,57291ec6507c69054da8ef94,Wally,01.06.01,Christopher Larsen,13.11.15,1,"Just spins and spins.... Used to work great, the website is awesome and I really liked this app. As of a few weeks ago all it does is spin, it is a cool spin, but and endless one. I wish the developer would fix this so that it would work again."
0,0,0,0,0,0,0,0,1,0,0,0,0,6155,57291ece507c69054da8efa3,Wally,01.06.01,Juan Urquizo,14.10.15,5,"The best wallpapers available No bs, this app has QHD tasteful wallpapers that actually look great on any phone if any con it would be the load times on some wallpapers but beside that it's a must have app"
0,0,0,0,0,0,0,0,0,0,0,0,1,6156,57291fbe507c69054da8f02b,Wally,01.06.01,Sebastian Chavez,24.05.15,5,Great wallpaper app The use of material design is amazing. Just wished the tending wallpapers would change at least once a week
0,0,0,1,0,0,0,0,0,0,0,0,0,6157,57291e83507c69054da8ef1f,Wally,01.06.01,Mark Macdougall,30.04.16,3,The only problem i have is not all the pics i download go to my gallery. Fix please.
0,0,0,1,0,0,0,0,0,0,0,0,0,6158,57291e8d507c69054da8ef2f,Wally,01.06.01,Mr_ Stepy,21.04.16,5,Crash It starts with me today the app keep crashing all the time I don't know why I tried to restart my phone and it did not work
0,0,0,0,0,0,0,0,0,0,0,0,0,6159,57291e8d507c69054da8ef31,Wally,01.06.01,Ghulam Murtaza,20.04.16,5,The best wallpaper app you can use
0,0,0,0,0,0,0,0,0,0,0,0,0,6160,57291e8f507c69054da8ef33,Wally,01.06.01,Randy Wayne Poole,19.04.16,5,"It Must Be Lonely At The Top Nothing else in the category of wallpaper apps can compare to Wally. To spend time looking for a better choice would be a waste of time, you've already found the best!"
0,0,0,1,0,0,0,0,0,0,0,0,0,6161,57291e92507c69054da8ef36,Wally,01.06.01,DeaD GooN,18.04.16,3,Wallpapers are great! Too bad it keeps crashing.
0,0,0,1,0,0,0,0,0,0,0,0,0,6162,57291e93507c69054da8ef3c,Wally,01.06.01,Pawan Aggarwal,16.04.16,4,Great It's been great but from today morning the images are unable to save.
0,0,0,0,0,0,0,0,0,0,0,0,0,6163,57291e9a507c69054da8ef45,Wally,01.06.01,ferfouda oussama,22.03.16,5,Very few portait wallpapers Please upload some more
0,0,0,1,0,0,0,0,0,0,0,0,1,6164,57291e9c507c69054da8ef48,Wally,01.06.01,Larry M.,20.03.16,3,"I've used this app for a long time, but just started running into a strange problem. A bunch of my downloaded wally wallpapers seem to have been corrupted. I can't open them in the gallery. File explorer finds them but they don't open. I thought at first it might be something wrong w/ phone but it's a brand new phone and the Wally folder is the only one with missing/corrupted pictures. Any help? Other than this issue it's a good app. Wish there were more filtering options though."
0,0,0,1,0,0,0,0,0,0,0,0,0,6165,57291e9d507c69054da8ef4d,Wally,01.06.01,Vinu Perera,04.03.16,1,Unsatisfied Tells me that cannot fetch the images.
0,0,0,0,0,0,0,0,0,0,0,0,1,6166,57291ea3507c69054da8ef56,Wally,01.06.01,Alex Daian,17.02.16,5,The best! This is the best wallpaper app I have ever found. Only if you can add an option for high-quality preview.
0,0,0,0,0,0,0,0,0,0,0,0,0,6167,57291ea7507c69054da8ef62,Wally,01.06.01,Pablo Lechuga HernÌÁndez,02.02.16,5,Awesome Wallpaper App! Great selection and lots of beautoful choises! One can almost never run out of stuff & things to see!
0,0,0,1,0,0,0,0,0,0,0,0,0,6168,57291eb0507c69054da8ef77,Wally,01.06.01,Aditi M R,24.12.15,1,I loved it actually... But after the update it stopped working. It says 401 exception or whatever.. But I can't use it anymore_Ù÷_
0,0,0,1,0,0,0,0,0,0,0,0,0,6169,57291eb2507c69054da8ef7d,Wally,01.06.01,Aveek Saha,13.12.15,1,not working after some days of proper performance it is not at all loading new images. the space is totally blank. please resolve it as quickly as possible
0,0,0,1,0,0,0,0,0,0,0,0,0,6170,57291eb4507c69054da8ef81,Wally,01.06.01,Genos Cy,10.12.15,1,Not working I can't even look at wallpapers anymore and this my favorite wallpaper app too :(
0,1,0,1,0,0,1,0,0,0,0,0,1,6171,57291ebf507c69054da8ef8d,Wally,01.06.01,zain alabedien,22.11.15,5,"I can't understand how isn't this rated 5 stars Simple, elegant, easy to use, no crappy wallpapers (only very very high quality walls), no ads! (And it never asks you to rate 5 stars!!!) I can't find anything to hate about this app. Hands down the best wallpapers app ever! (And one of my top 5 android apps I ever used) &gt;&gt;&gt;&gt;&gt;&gt;Suggested fix: In the favorites‰_ tab when I tap and hold on any wallpaper the app closes, it's not a big deal but this app deserves to be perfect :)"
0,0,0,0,0,0,0,0,0,0,0,0,1,6172,57291ebf507c69054da8ef8e,Wally,01.06.01,Ben Bristow,22.11.15,5,"Does one thing and does it well Beautiful interface, tons of wallpapers. Can't complain really."
0,0,0,0,0,0,0,0,0,0,1,0,0,6173,57291edd507c69054da8efb8,Wally,01.06.01,Rowan Ellis,27.09.15,3,"Lots and lots of fanservice... ...if you're into women. Not so much if you're into guys. That aside, a lot of the wallies are nice. Lack of permissions required are a welcome change from apps that want to get uber intimate with your device."
0,0,0,0,0,0,0,0,0,0,0,0,1,6174,57291ee3507c69054da8efc1,Wally,01.06.01,sandeep arasu,20.09.15,4,Kick ass app Love the app but I expect better variety of wallpapers and a lot of ui improvements
0,0,0,1,0,0,0,0,0,0,0,0,0,6175,57291ee3507c69054da8efc4,Wally,01.06.01,Vishal Maurya,19.09.15,3,Nice app Keeps crashing that's why giving it 3 stars
0,0,0,0,0,0,0,0,1,0,0,0,0,6176,57291ee6507c69054da8efc7,Wally,01.06.01,Stephen,17.09.15,5,very nice app and very smooth i really like it wish there was a lot more apps at this quality do these guys make any other apps
0,0,0,0,0,0,0,0,0,0,0,0,0,6177,57291eea507c69054da8efca,Wally,01.06.01,ian peligrino,15.09.15,3,Where to find downloaded wallpapers? Also add a feature like auto change wallpaper at a specific time ^_^
0,0,0,0,0,0,0,0,0,0,0,0,0,6178,57291eef507c69054da8efd3,Wally,01.06.01,A Google User,11.09.15,5,"Great Since a long time I m collecting wallpapers, this APP outstanding! Thank you for keeping me more busy lol"
0,0,0,0,0,0,0,0,0,0,0,0,1,6179,57291ef1507c69054da8efd6,Wally,01.06.01,Ely Hoshea,09.09.15,5,"Great app. An amazing wallpaper app, really like it. Just would like to see a bulk download option."
0,0,0,0,0,0,0,0,0,0,0,0,0,6180,57291f11507c69054da8efe3,Wally,01.06.01,Suraj Patel,01.09.15,5,Its awesome I like this app alott coz it give me the best wallpaper all in here i dont have to go anywer when i have WALLY
0,0,0,1,0,0,0,0,0,0,0,0,0,6181,57291f2d507c69054da8eff3,Wally,01.06.01,Allen B,18.08.15,1,"Not loading Getting 400 IOException error, so the app isn't loading anything at all."
0,0,0,0,0,0,0,0,0,0,0,0,1,6182,57291f47507c69054da8f000,Wally,01.06.01,Gaurav Pandey,21.07.15,3,Good wallpaper app with nice UI. Can't say much about the quality of the collection.
0,0,0,0,0,0,0,0,0,0,0,0,0,6183,57291f4d507c69054da8f003,Wally,01.06.01,Vlad Gonchar,12.07.15,4,Can you add sign up and tab my subscribing
0,0,0,0,0,0,0,0,0,0,0,0,1,6184,57291f9c507c69054da8f020,Wally,01.06.01,Carlos Morera de la Chica,02.06.15,5,"Great app, just missing an option to filter by resolution"
0,0,0,0,0,1,0,0,1,0,0,0,0,6185,57291fb7507c69054da8f028,Wally,01.06.01,Rudronil Nath,25.05.15,5,"Probably best wallpapers out there Looks fresh, wallpapers are by far stunning operates smoothly (even in my slow network) and fills up my SD card with high resolution wallpapers.. Only one thing I hate about it is that you can't stop looking once you are in it._Ù÷"
0,0,0,1,0,0,0,0,0,0,0,0,1,6186,57291fc0507c69054da8f030,Wally,01.06.01,Nihas Abdul Kalam,23.05.15,3,Design is good. But Crashes consistently.. Sometimes needs to reinstall.
0,0,0,1,0,0,0,0,0,0,0,0,1,6187,57291e9e507c69054da8ef53,Wally,01.06.01,Nigel Hoskins,24.02.16,1,Does not open just a spinning arrow in center of screen
0,0,0,1,0,0,0,0,0,0,0,0,0,6188,57291e82507c69054da8ef19,Wally,01.06.01,saransh saini,02.05.16,1,Crashed! Not able to download even single wallpaper!
0,0,0,1,0,0,0,0,0,0,0,0,0,6189,57291e82507c69054da8ef1c,Wally,01.06.01,Tom Sanders,01.05.16,3,Locks up all the time Was great but everytime I open it it locks up then closes. I would've given it a 5 star.
1,0,0,1,1,0,0,0,0,0,0,0,0,6190,57291e83507c69054da8ef1d,Wally,01.06.01,Prashant Annamalai,01.05.16,1,"Crashes Soon after launching and browsing a little, it crashes... I'm on a custom ROM. CM 13 using a OnePlus 2"
0,0,0,1,0,0,0,0,0,0,0,0,0,6191,57291e83507c69054da8ef1e,Wally,01.06.01,Ashish toor,01.05.16,4,App crash problem
0,0,0,1,1,0,0,0,0,0,0,0,0,6192,57291e83507c69054da8ef20,Wally,01.06.01,Jason Wei,29.04.16,3,Crashes too often. App seems to crash very often when opening up wallpapers. Running a Note5.
0,0,0,1,0,0,0,0,0,0,0,0,0,6193,57291e85507c69054da8ef22,Wally,01.06.01,Deb Truckerboy,28.04.16,1,"Usually don't bother giving the bad reviews. This one demanded one. The Wallpapers don't download , what a waste of time."
0,0,0,1,0,0,0,0,0,0,0,0,1,6194,57291e85507c69054da8ef23,Wally,01.06.01,Mark Randol,28.04.16,2,Works great when it's not crashing It works great until an update comes or Wallbase makes a change. Then it crashes when trying to view an image. Typically takes a couple revs to get it fixed.
0,0,0,1,0,0,0,0,0,0,0,0,0,6195,57291e87507c69054da8ef24,Wally,01.06.01,Arko Adib,27.04.16,2,"Crashes recently Great collection of wallpapers, but recently crashes a lot"
0,0,0,1,0,0,0,0,0,0,0,0,0,6196,57291e87507c69054da8ef25,Wally,01.06.01,Anshul Kapur,27.04.16,1,Keeps on crashing Used to be one of the best wallpaper sources..but its nearly impossible for the app to remain open for more than 30 seconds
0,0,0,1,0,0,0,0,0,0,0,0,1,6197,57291e87507c69054da8ef26,Wally,01.06.01,Min Hong,25.04.16,1,"Crashes I open one image and its fine, but then when i try and open another image, it always crashes!!!! Wtf!!"
0,0,0,1,0,0,0,0,0,0,0,0,0,6198,57291e8a507c69054da8ef28,Wally,01.06.01,Sh Xne,24.04.16,3,Random crashes but the wallpapers are worth it.
